Number,GROWTH,FITNESS,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens,
16,7,0.85,55,0.494382,56,0.510197,55.35523237,0,0,0,0,300,300,300,
17,7,0.85,77,0.499041,78,0.515745,77.0574114,0,0,0,0,300,300,300,
18,7,0.85,71,0.487641,72,0.51571,71.44030781,0,0,0,0,300,300,300,
19,7,0.85,69,0.499604,70,0.523649,69.01646912,0,0,0,0,300,300,300,
0,7,0.9,27,0.492167,28,0.541894,27.15752006,172,0.483658,173,0.516018,172.5050062,145,145.3474861,
1,7,0.9,29,0.479081,30,0.509021,29.69869739,187,0.49938,188,0.547845,187.0127927,158,157.3140953,
2,7,0.9,28,0.477401,29,0.506527,28.77590469,186,0.482536,187,0.520639,186.4583366,158,157.6824319,
3,7,0.9,26,0.458741,27,0.501005,26.9762209,182,0.459734,183,0.507251,182.847402,156,155.8711811,
4,7,0.9,31,0.496972,32,0.542,31.06724705,174,0.486364,175,0.507353,174.6496736,143,143.5824266,
5,7,0.9,37,0.493165,38,0.538663,37.15022638,185,0.482747,186,0.505837,185.7472066,148,148.5969802,
6,7,0.9,28,0.493608,29,0.506225,28.50661806,180,0.496809,181,0.507114,180.3096555,152,151.8030375,
7,7,0.9,28,0.486306,29,0.523604,28.36715105,164,0.483099,165,0.511171,164.602059,136,136.2349079,
8,7,0.9,30,0.447329,31,0.508117,30.86647036,183,0.487446,184,0.517219,183.4216572,153,152.5551869,
9,7,0.9,32,0.49482,33,0.519411,32.21064617,183,0.48699,184,0.520694,183.3860076,151,151.1753614,
10,7,0.9,34,0.496875,35,0.514626,34.17604642,176,0.496114,177,0.5154,176.2014933,142,142.0254469,
11,7,0.9,36,0.479426,37,0.505968,36.77514882,183,0.492537,184,0.527218,183.2151899,147,146.4400411,
12,7,0.9,32,0.483135,33,0.509319,32.64409563,183,0.469136,184,0.507256,183.8096537,151,151.1655581,
13,7,0.9,32,0.468371,33,0.500621,32.98074419,180,0.488881,181,0.5,181,148,148.0192558,
14,7,0.9,32,0.464559,33,0.504255,32.89281036,176,0.479526,177,0.505074,176.8013935,144,143.9085831,
15,7,0.9,27,0.481777,28,0.52682,27.40456897,176,0.445927,177,0.503932,176.9322127,149,149.5276438,
16,7,0.9,34,0.493793,35,0.518667,34.24953767,179,0.481025,180,0.506098,179.7567902,145,145.5072525,
17,7,0.9,38,0.493281,39,0.512366,38.35205659,200,0.495918,201,0.531849,200.1136066,162,161.76155,
18,7,0.9,31,0.4941,32,0.536609,31.13879414,177,0.490398,178,0.505903,177.6192841,146,146.48049,
19,7,0.9,29,0.489432,30,0.505025,29.67774001,166,0.498663,167,0.521198,166.0593299,137,136.3815899,
0,7,0.95,27,0.488255,28,0.53585,27.24676962,131,0.492054,132,0.54525,131.1493721,104,103.9026025,
1,7,0.95,23,0.492758,24,0.531387,23.18747573,114,0.456577,115,0.511859,114.7854817,91,91.59800598,
2,7,0.95,21,0.459222,22,0.500329,21.9919965,118,0.490554,119,0.507,118.5743646,97,96.58236809,
3,7,0.95,20,0.475275,21,0.501332,20.9488813,107,0.493394,108,0.5166,107.2846678,87,86.33578646,
4,7,0.95,23,0.488811,24,0.545747,23.1965189,121,0.492647,122,0.502038,121.7829837,98,98.58646481,
5,7,0.95,25,0.463661,26,0.521056,25.63313878,127,0.476786,128,0.506153,127.7904791,102,102.1573403,
6,7,0.95,22,0.476736,23,0.50316,22.88041175,128,0.477528,129,0.501605,128.9333389,106,106.0529271,
7,7,0.95,17,0.470215,18,0.513386,17.68993074,114,0.4814,115,0.51859,114.5001344,97,96.8102037,
8,7,0.95,29,0.492325,30,0.516129,29.3224248,127,0.498047,128,0.530519,127.0601441,98,97.73771932,
9,7,0.95,25,0.499377,26,0.534785,25.01759489,129,0.467068,130,0.506859,129.8276243,104,104.8100294,
10,7,0.95,21,0.492804,22,0.524032,21.23043423,114,0.475509,115,0.516621,114.5957141,93,93.36527992,
11,7,0.95,22,0.482824,23,0.504551,22.79053712,114,0.487484,115,0.5,115,92,92.20946288,
12,7,0.95,22,0.473979,23,0.525593,22.50414616,116,0.484631,117,0.530562,116.3346106,94,93.83046445,
13,7,0.95,24,0.499355,25,0.502994,24.1772465,123,0.469003,124,0.538098,123.4486142,99,99.27136773,
14,7,0.95,20,0.479808,21,0.521782,20.4810597,119,0.474813,120,0.500646,119.9749932,99,99.49393352,
15,7,0.95,22,0.473978,23,0.505913,22.81484265,130,0.479508,131,0.510811,130.6546337,108,107.8397911,
16,7,0.95,25,0.480445,26,0.507212,25.73056375,129,0.456051,130,0.503856,129.919339,104,104.1887752,
17,7,0.95,23,0.473806,24,0.513642,23.65754594,129,0.496253,130,0.536965,129.0920367,106,105.4344908,
18,7,0.95,19,0.475441,20,0.509307,19.7251816,118,0.474612,119,0.532396,118.4393604,99,98.71417878,
19,7,0.95,19,0.490566,20,0.509403,19.50082285,126,0.491956,127,0.526095,126.2356249,107,106.7348021,
0,7,1,16,0.475778,17,0.503117,16.88598705,91,0.484043,92,0.524131,91.39804929,75,74.51206224,
1,7,1,17,0.495289,18,0.535579,17.11692728,89,0.469144,90,0.504073,89.88339202,72,72.76646475,
2,7,1,17,0.470317,18,0.511002,17.72958093,86,0.48913,87,0.520625,86.34513415,69,68.61555322,
3,7,1,20,0.489624,21,0.509542,20.52093584,93,0.475796,94,0.540614,93.37341479,73,72.85247896,
4,7,1,14,0.440821,15,0.50096,14.98403698,94,0.482989,95,0.515053,94.53053268,80,79.5464957,
5,7,1,16,0.483654,17,0.524595,16.39925747,88,0.48909,89,0.528796,88.27476956,72,71.87551209,
6,7,1,16,0.480791,17,0.52764,16.41001942,90,0.454913,91,0.505165,90.89721802,74,74.4871986,
7,7,1,15,0.468012,16,0.500583,15.98210064,92,0.460928,93,0.514442,92.7301267,77,76.74802605,
8,7,1,18,0.452366,19,0.505945,18.88904235,93,0.489935,94,0.520312,93.33133621,75,74.44229386,
9,7,1,14,0.471023,15,0.522068,14.56767558,83,0.485239,84,0.516787,83.4678902,69,68.90021462,
10,7,1,17,0.490062,18,0.533921,17.22658975,92,0.456685,93,0.501923,92.95749149,75,75.73090174,
11,7,1,15,0.487725,16,0.530338,15.28805763,90,0.475073,91,0.509036,90.73394576,75,75.44588813,
12,7,1,17,0.477645,18,0.523844,17.48388493,88,0.496951,89,0.51752,88.14823278,71,70.66434784,
13,7,1,17,0.48675,18,0.536108,17.26844686,88,0.465,89,0.520012,88.63622482,71,71.36777797,
14,7,1,19,0.495768,20,0.532541,19.11508444,94,0.495251,95,0.54104,94.10371487,75,74.98863043,
15,7,1,18,0.497765,19,0.543011,18.04939663,93,0.47963,94,0.530371,93.4014505,75,75.35205387,
16,7,1,17,0.466552,18,0.516915,17.66413836,93,0.487158,94,0.518307,93.41227648,76,75.74813812,
17,7,1,16,0.497145,17,0.537706,16.07038781,86,0.477008,87,0.509804,86.70106111,70,70.63067329,
18,7,1,16,0.491904,17,0.548397,16.14330979,92,0.452121,93,0.529503,92.61873562,76,76.47542583,
19,7,1,16,0.483244,17,0.524736,16.40383688,86,0.471515,87,0.505541,86.83715394,70,70.43331706,
0,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
1,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
2,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
3,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
4,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
5,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
6,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
7,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
8,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
9,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
10,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
11,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
12,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
13,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
14,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
15,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
16,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
17,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
18,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
19,7.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
0,7.5,0.85,70,0.48686,71,0.514855,70.46936953,0,0,0,0,300,300,300,
1,7.5,0.85,57,0.493958,58,0.523169,57.20683989,0,0,0,0,300,300,300,
2,7.5,0.85,91,0.498542,92,0.512416,91.10508866,0,0,0,0,300,300,300,
3,7.5,0.85,70,0.478581,71,0.502625,70.89082515,0,0,0,0,300,300,300,
4,7.5,0.85,69,0.491473,70,0.506115,69.5823658,0,0,0,0,300,300,300,
5,7.5,0.85,88,0.491246,89,0.511792,88.42606833,0,0,0,0,300,300,300,
6,7.5,0.85,74,0.492647,75,0.518015,74.28985336,0,0,0,0,300,300,300,
7,7.5,0.85,57,0.487153,58,0.510914,57.5406759,0,0,0,0,300,300,300,
8,7.5,0.85,53,0.473474,54,0.503896,53.87193478,0,0,0,0,300,300,300,
9,7.5,0.85,53,0.479822,54,0.500683,53.96725948,0,0,0,0,300,300,300,
10,7.5,0.85,65,0.45231,66,0.506774,65.87562427,0,0,0,0,300,300,300,
11,7.5,0.85,56,0.499664,57,0.513287,56.02466417,0,0,0,0,300,300,300,
12,7.5,0.85,80,0.494956,81,0.509811,80.33954897,0,0,0,0,300,300,300,
13,7.5,0.85,75,0.489,76,0.544571,75.19794497,0,0,0,0,300,300,300,
14,7.5,0.85,53,0.492905,54,0.516541,53.3001777,0,0,0,0,300,300,300,
15,7.5,0.85,62,0.471826,63,0.504148,62.87166636,0,0,0,0,300,300,300,
16,7.5,0.85,75,0.485664,76,0.537824,75.27484663,0,0,0,0,300,300,300,
17,7.5,0.85,81,0.489946,82,0.518342,81.35406395,0,0,0,0,300,300,300,
18,7.5,0.85,49,0.490714,50,0.51826,49.33710884,0,0,0,0,300,300,300,
19,7.5,0.85,65,0.49041,66,0.5,66,0,0,0,0,300,300,300,
0,7.5,0.9,25,0.497496,26,0.525068,25.09081677,177,0.485751,178,0.500972,177.9361409,152,152.8453241,
1,7.5,0.9,28,0.495206,29,0.518583,28.20507336,170,0.476346,171,0.504755,170.8326235,142,142.6275501,
2,7.5,0.9,34,0.471419,35,0.508191,34.77724899,179,0.476056,180,0.526261,179.4769246,145,144.6996756,
3,7.5,0.9,28,0.491268,29,0.513194,28.39824865,190,0.496132,191,0.520987,190.1556226,162,161.757374,
4,7.5,0.9,35,0.468182,36,0.503567,35.89919457,196,0.488111,197,0.533544,196.261682,161,160.3624875,
5,7.5,0.9,26,0.476891,27,0.501734,26.93020167,187,0.496083,188,0.519537,187.1670078,161,160.2368061,
6,7.5,0.9,31,0.493553,32,0.517241,31.27216312,199,0.482166,200,0.533847,199.3450785,168,168.0729153,
7,7.5,0.9,34,0.46981,35,0.509718,34.75648993,184,0.495098,185,0.556519,184.0798098,150,149.3233199,
8,7.5,0.9,41,0.467474,42,0.523504,41.58051044,207,0.49505,208,0.527406,207.1529855,166,165.5724751,
9,7.5,0.9,29,0.496447,30,0.535012,29.09213017,177,0.484063,178,0.5,178,148,148.9078698,
10,7.5,0.9,31,0.477734,32,0.500661,31.97116936,151,0.485724,152,0.513871,151.5071944,120,119.536025,
11,7.5,0.9,26,0.462225,27,0.502152,26.94610164,166,0.481241,167,0.508042,166.6999366,140,139.7538349,
12,7.5,0.9,35,0.480438,36,0.5125,35.61013037,186,0.472517,187,0.511513,186.7047646,151,151.0946342,
13,7.5,0.9,28,0.467615,29,0.509472,28.77370571,178,0.460981,179,0.508486,178.8213662,150,150.0476605,
14,7.5,0.9,32,0.491608,33,0.511111,32.43029278,181,0.480039,182,0.531336,181.3891261,149,148.9588333,
15,7.5,0.9,34,0.473285,35,0.500964,34.96517215,191,0.488397,192,0.501036,191.9180315,157,156.9528593,
16,7.5,0.9,33,0.462794,34,0.506241,33.85635372,180,0.476812,181,0.517143,180.5749424,147,146.7185886,
17,7.5,0.9,29,0.468873,30,0.511651,29.72764038,186,0.483196,187,0.536444,186.3155799,157,156.5879396,
18,7.5,0.9,21,0.47089,22,0.513777,21.67876046,192,0.481282,193,0.508907,192.6775747,171,170.9988142,
19,7.5,0.9,32,0.499322,33,0.50996,32.06373378,180,0.498276,181,0.533844,180.0484705,148,147.9847368,
0,7.5,0.95,20,0.499658,21,0.514547,20.02296998,112,0.499021,113,0.500658,112.5980452,92,92.57507523,
1,7.5,0.95,20,0.472401,21,0.525667,20.5181354,118,0.48038,119,0.509202,118.68073,98,98.1625946,
2,7.5,0.95,21,0.479005,22,0.504098,21.83668752,117,0.489244,118,0.513755,117.4388234,96,95.60213586,
3,7.5,0.95,20,0.495501,21,0.532609,20.1212407,120,0.499345,121,0.549621,120.0130281,100,99.89178738,
4,7.5,0.95,21,0.483436,22,0.509773,21.62892509,112,0.458278,113,0.511513,112.7837325,91,91.15480742,
5,7.5,0.95,22,0.492773,23,0.511583,22.38421053,121,0.481349,122,0.507682,121.7082748,99,99.32406426,
6,7.5,0.95,23,0.492542,24,0.519949,23.27212026,121,0.483787,122,0.516804,121.4910501,98,98.2189298,
7,7.5,0.95,18,0.493029,19,0.525288,18.21609473,115,0.488178,116,0.525829,115.313989,97,97.09789427,
8,7.5,0.95,24,0.484948,25,0.507123,24.67878241,130,0.49563,131,0.512484,130.2592856,106,105.5805032,
9,7.5,0.95,25,0.489268,26,0.565146,25.14143757,122,0.483948,123,0.51162,122.5800809,97,97.43864338,
10,7.5,0.95,18,0.477763,19,0.510554,18.67814339,122,0.484858,123,0.509975,122.6028586,104,103.9247152,
11,7.5,0.95,19,0.462901,20,0.501277,19.96672399,120,0.479054,121,0.515075,120.5814941,101,100.6147701,
12,7.5,0.95,17,0.496474,18,0.517405,17.16845827,117,0.494904,118,0.514323,117.2624234,100,100.0939651,
13,7.5,0.95,17,0.474804,18,0.512671,17.66538147,124,0.477637,125,0.511111,124.6680707,107,107.0026893,
14,7.5,0.95,22,0.486667,23,0.520126,22.3984877,122,0.479381,123,0.503303,122.8619263,100,100.4634386,
15,7.5,0.95,20,0.489879,21,0.506203,20.62000735,125,0.489558,126,0.509785,125.5162407,105,104.8962333,
16,7.5,0.95,21,0.45801,22,0.51576,21.72709957,119,0.4751,120,0.529077,119.4613076,98,97.73420803,
17,7.5,0.95,23,0.468705,24,0.501605,23.95121581,112,0.499307,113,0.527354,112.0247085,89,88.07349272,
18,7.5,0.95,21,0.484812,22,0.507622,21.66584831,111,0.486806,112,0.525163,111.3439789,90,89.67813062,
19,7.5,0.95,19,0.493092,20,0.506173,19.52809418,127,0.47756,128,0.509653,127.6992179,108,108.1711237,
0,7.5,1,17,0.474196,18,0.514687,17.63727742,96,0.477805,97,0.536452,96.37845073,79,78.74117331,
1,7.5,1,17,0.48961,18,0.521914,17.321632,99,0.496353,100,0.553483,99.06383686,82,81.74220487,
2,7.5,1,17,0.479006,18,0.524716,17.45928681,94,0.48173,95,0.521777,94.45621395,77,76.99692714,
3,7.5,1,16,0.490728,17,0.522185,16.29475157,91,0.469363,92,0.531751,91.491072,75,75.19632044,
4,7.5,1,15,0.488562,16,0.532544,15.26006093,90,0.47985,91,0.501019,90.95186357,75,75.69180264,
5,7.5,1,15,0.470626,16,0.519155,15.60528756,93,0.492558,94,0.509343,93.44337206,78,77.8380845,
6,7.5,1,17,0.486566,18,0.517618,17.43262914,91,0.493671,92,0.523747,91.21043357,74,73.77780443,
7,7.5,1,14,0.484969,15,0.512389,14.54817651,93,0.493809,94,0.523418,93.20909183,79,78.66091532,
8,7.5,1,16,0.489929,17,0.55006,16.16748433,92,0.498447,93,0.542153,92.03553288,76,75.86804855,
9,7.5,1,15,0.468789,16,0.517744,15.63754468,93,0.496056,94,0.511889,93.24909998,78,77.6115553,
10,7.5,1,16,0.463592,17,0.522494,16.61811144,95,0.486284,96,0.518735,95.42266802,79,78.80455658,
11,7.5,1,17,0.48507,18,0.507047,17.67934659,84,0.499067,85,0.540748,84.0223843,67,66.34303771,
12,7.5,1,16,0.489684,17,0.523627,16.30392128,94,0.489508,95,0.526003,94.28749144,78,77.98357016,
13,7.5,1,16,0.454819,17,0.515709,16.74201018,90,0.472503,91,0.512005,90.69609134,74,73.95408115,
14,7.5,1,18,0.487277,19,0.516089,18.44158684,99,0.46618,100,0.525616,99.56901541,81,81.12742857,
15,7.5,1,16,0.435596,17,0.500664,16.98979529,93,0.493159,94,0.532342,93.17459102,77,76.18479573,
16,7.5,1,19,0.47903,20,0.51893,19.52556391,92,0.481494,93,0.514916,92.55370714,73,73.02814323,
17,7.5,1,15,0.475,16,0.53229,15.43637633,89,0.482573,90,0.521088,89.45247306,74,74.01609673,
18,7.5,1,16,0.485169,17,0.535124,16.2968872,91,0.490026,92,0.559136,91.14432065,75,74.84743345,
19,7.5,1,16,0.488529,17,0.526885,16.29906664,92,0.489822,93,0.521181,92.32456392,76,76.02549728,
0,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
1,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
2,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
3,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
4,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
5,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
6,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
7,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
8,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
9,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
10,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
11,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
12,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
13,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
14,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
15,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
16,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
17,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
18,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
19,8,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
0,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
1,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
2,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
3,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
4,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
5,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
6,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
7,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
8,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
9,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
10,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
11,8,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
